id,date,builtin,call,communication,entertainment,finance,game,office,other,screen,sms,social,travel,unknown,utilities,weather,mood
AS14.05,2014-04-11,0.85888,0.0,0.77719,0.55542,0.0,0.0,1.0,0.20785,0.406,0.0,0.55377,0.0,0.0,0.28975,0.0,0.76471
AS14.05,2014-04-12,0.7356,0.0,0.92097,0.54726,0.0,0.0,0.0,0.21193,0.70714,0.33333,0.85603,0.0,0.90278,0.59208,0.0,0.76471
AS14.05,2014-04-13,0.79766,1.0,0.38865,0.33399,0.0,0.0,0.0,0.29873,0.09471,0.0,0.68244,0.0,0.0,0.0,0.0,0.88235
AS14.05,2014-04-14,0.79888,0.0,0.349,0.47869,0.0,0.0,0.0,0.31171,0.24458,0.0,0.90715,0.0,0.99334,0.69584,0.0,0.62353
AS14.05,2014-04-15,0.74053,0.0,0.73774,0.57479,0.0,0.0,0.0,0.68631,0.55307,0.0,0.94758,0.0,0.97262,0.40334,0.0,0.76471
AS14.05,2014-04-16,0.67232,0.0,0.22298,0.36741,0.0,0.0,0.0,0.26829,0.04423,0.0,0.79097,0.0,0.0,0.51334,0.0,0.81176
AS14.05,2014-04-17,0.79029,0.0,0.71879,0.50421,0.0,0.0,0.0,0.16734,0.36965,0.0,0.86676,0.0,0.66959,0.59975,0.0,0.67059
AS14.05,2014-04-18,0.87176,0.07692,0.72668,0.64463,0.0,0.0,0.0,0.47227,0.41305,0.11111,0.87394,0.0,0.94907,0.22448,0.0,0.88235
AS14.05,2014-04-19,0.59141,0.15385,0.24826,0.0,0.0,0.0,0.0,0.23695,0.10274,0.0,0.87724,0.0,0.84191,0.43935,0.0,0.81176
AS14.05,2014-04-20,0.73506,0.0,0.79298,0.58102,0.0,0.0,0.0,0.0,0.55956,0.0,0.93988,0.0,0.93738,0.75867,0.0,0.81176
AS14.05,2014-04-21,0.75373,0.0,0.85724,0.46537,0.0,0.0,0.0,0.08001,0.57838,0.0,0.83425,1.0,0.72663,0.86607,0.0,0.81176
AS14.05,2014-04-22,0.77762,0.07692,0.49467,0.40546,0.0,0.0,0.0,0.31796,0.30665,0.11111,0.93819,0.0,0.82747,0.41547,0.0,0.81176
AS14.05,2014-04-23,0.68306,0.0,0.65563,0.67907,0.0,0.0,0.0,0.12187,0.30555,0.11111,0.8749,0.0,0.85865,0.0,0.0,0.81176
AS14.05,2014-04-24,0.75562,0.0,0.70426,0.17792,0.0,0.0,0.0,0.06065,0.33433,0.0,0.8118,0.0,0.70583,0.38688,0.0,0.81176
AS14.05,2014-04-25,0.91485,0.23077,0.66269,0.6478,0.0,0.0,0.0,0.09311,0.39496,0.0,0.9201,0.0,0.97169,0.57855,0.0,0.81176
AS14.05,2014-04-26,0.8111,0.15385,0.64741,0.72147,0.0,0.0,0.0,0.30812,0.37124,0.11111,0.84601,0.0,0.51146,0.69228,0.0,0.95294
AS14.05,2014-04-27,0.60501,0.0,0.62543,0.36271,0.0,0.0,0.0,0.41441,0.1562,0.0,0.80677,0.0,0.0,0.70553,0.0,0.85882
AS14.05,2014-04-28,0.75212,0.07692,0.77179,0.5988,0.0,0.0,0.0,0.04828,0.42209,0.0,0.81845,0.0,0.93095,0.22376,0.0,0.76471
AS14.05,2014-04-29,0.0,0.0,0.57166,0.56785,0.0,0.0,0.0,0.29794,0.2254,0.0,1.0,0.0,0.93245,0.38815,0.0,0.71765
AS14.05,2014-04-30,0.43228,0.0,0.59884,0.18745,0.0,0.0,0.0,0.08699,0.21503,0.0,0.75335,0.0,0.95884,0.38734,0.0,0.76471
AS14.05,2014-05-01,0.72477,0.0,0.72585,0.15779,0.0,0.0,0.0,0.29434,0.33611,0.0,0.79975,0.0,0.0,0.0,0.0,0.71765
AS14.05,2014-05-02,1.0,0.0,0.94282,0.47915,0.0,0.0,0.0,0.61048,1.0,0.77778,0.87561,0.0,0.86381,0.60685,0.0,0.76471
AS14.05,2014-05-03,0.76888,0.07692,0.53165,0.28921,0.0,0.0,0.0,0.06452,0.21524,0.55556,0.84749,0.0,0.96847,0.37219,0.0,0.70588
AS14.05,2014-05-04,0.64347,0.15385,0.63918,0.39763,0.0,0.0,0.0,0.21587,0.25209,0.0,0.55274,0.0,0.84899,0.53196,0.0,0.76471
AS14.06,2014-03-24,0.48491,0.3,0.27468,0.46032,0.0,0.0,0.0,0.74214,0.0733,0.0,0.13783,0.0,0.0,0.0,0.0,0.85366
AS14.06,2014-03-25,0.60939,0.0,0.75247,0.77208,0.0,0.0,0.9131,0.65,0.43383,0.0,0.48477,0.0,0.0,0.0,0.0,0.85366
AS14.06,2014-03-26,0.68528,0.2,0.67927,0.64154,0.0,0.0,0.58455,0.5651,0.44507,0.0,0.89023,0.92786,0.0,0.0,0.0,0.97561
AS14.06,2014-03-27,0.80015,0.1,0.76329,0.71104,0.0,0.0,0.0,0.55483,0.46403,0.0,0.55201,0.0,0.0,0.0,0.0,0.85366
AS14.06,2014-03-28,0.48146,0.0,0.71822,0.64847,0.0,0.0,0.61128,0.81232,0.37852,0.25,0.91668,0.64345,0.0,0.0,0.0,0.92683
AS14.06,2014-03-29,0.4483,0.0,0.47591,0.36606,0.0,0.0,0.0,0.63628,0.16989,0.0,0.59978,0.0,0.0,0.0,0.0,0.95122
AS14.06,2014-03-30,0.96291,0.1,0.01447,0.65773,0.0,1.0,0.0,0.52438,0.51696,1.0,0.75808,0.0,0.0,0.0,0.53298,0.95122
AS14.06,2014-03-31,0.97227,0.1,0.51013,0.70644,0.0,0.0,0.54368,0.53851,0.41826,0.0,0.84198,0.0,0.0,0.0,0.0,0.85366
AS14.06,2014-04-01,0.92113,0.3,0.76225,0.36179,0.0,0.86991,0.0,0.5575,0.4781,0.0,0.78053,0.0,0.0,0.0,0.0,0.94512
AS14.06,2014-04-02,0.817,0.4,0.79782,0.54486,0.0,0.0,0.83142,0.56202,0.53421,0.0,0.85866,0.45986,0.0,0.0,0.0,0.82927
AS14.06,2014-04-03,0.79659,0.2,0.74911,0.52227,0.0,0.2964,0.0,0.55268,0.39249,0.0,0.72651,0.75068,0.0,0.0,0.0,0.87805
AS14.06,2014-04-04,0.86341,0.0,0.71738,0.53357,0.0,0.95155,0.0,0.51608,0.5454,0.0,0.87147,0.92413,0.0,0.0,0.0,0.85366
AS14.06,2014-04-05,0.8035,0.2,0.36373,0.26281,0.0,0.0,0.0,0.60663,0.18304,0.0,0.83455,0.7018,0.0,0.0,0.0,0.85366
AS14.06,2014-04-06,0.84775,0.1,0.19368,0.24822,0.0,0.0,0.0,0.59829,0.2661,0.0,0.87987,0.0,0.0,0.0,0.0,0.85366
AS14.06,2014-04-07,0.76672,0.3,0.70211,0.27448,0.0,0.0,0.0,0.52152,0.32878,0.0,0.78768,0.53432,0.0,0.0,0.0,0.7561
AS14.06,2014-04-08,1.0,0.4,0.7544,0.57918,0.0,0.83033,0.83694,0.5678,0.45798,0.25,0.65839,0.23594,0.0,0.0,0.0,0.80488
AS14.06,2014-04-09,0.94188,0.1,0.77687,0.7354,0.0,0.0,1.0,0.56673,0.56916,0.0,0.93692,0.80762,0.0,0.0,0.21001,0.90244
AS14.06,2014-04-10,0.85037,0.1,0.70819,0.41582,0.0,0.29763,0.0,0.5595,0.42158,1.0,0.88909,0.99464,0.0,0.0,0.99511,0.92683
AS14.06,2014-04-11,0.49831,0.0,0.64322,1.0,0.0,0.0,0.73218,0.5686,0.37078,0.0,0.89844,0.67677,0.0,0.0,0.0,0.95122
AS14.06,2014-04-12,0.70978,0.0,0.09541,0.57477,0.0,0.76122,0.0,0.62131,0.19053,0.0,0.57021,0.62594,0.0,0.0,0.85554,1.0
AS14.06,2014-04-13,0.90906,0.2,0.7638,0.33512,0.0,0.0,0.0,0.55479,0.42901,0.0,0.76984,0.87943,0.0,0.0,0.0,0.79268
AS14.06,2014-04-14,0.89638,0.2,0.49938,0.26907,0.0,0.0,0.55421,0.50547,0.2083,0.0,0.41485,0.0,0.0,0.0,0.0,0.88415
AS14.06,2014-04-15,0.93353,0.5,0.74663,0.45938,0.0,0.0,0.69538,0.56266,0.3655,0.25,0.85367,0.43266,0.0,0.0,0.77453,0.85366
AS14.06,2014-04-16,0.96567,0.1,0.94537,0.70871,0.0,0.0,0.48198,0.5776,1.0,0.0,0.93424,0.64456,0.0,0.0,0.0,0.92683
AS14.06,2014-04-17,0.82209,0.1,0.80177,0.79446,0.0,0.0,0.92495,1.0,0.75165,0.0,0.84916,0.53375,0.0,0.0,0.0,0.82927
AS14.06,2014-04-18,0.83981,0.3,0.70617,0.64617,0.0,0.56005,0.39014,0.56015,0.38705,0.0,0.4985,0.85038,0.0,0.0,0.0,0.7622
AS14.06,2014-04-19,0.81683,0.4,0.66097,0.4912,0.0,0.0,0.0,0.56919,0.26157,0.0,0.0,0.69754,0.0,0.0,0.0,0.82927
AS14.06,2014-04-20,0.59595,0.0,0.34984,0.50217,0.0,0.0,0.0,0.54752,0.27976,0.0,0.87181,0.0,0.0,0.0,0.0,1.0
AS14.06,2014-04-21,0.46169,0.1,0.64777,0.70933,0.0,0.0,0.0,0.56681,0.3934,0.0,0.78871,0.72773,0.0,0.0,0.0,0.85366
AS14.06,2014-04-22,0.94583,0.6,1.0,0.86558,0.0,0.0,0.61755,0.59055,0.94129,0.25,0.64768,0.79746,0.0,0.0,0.0,0.80488
AS14.06,2014-04-23,0.75087,0.4,0.87911,0.68995,0.0,0.0,0.75341,0.67853,0.57372,0.0,0.82373,0.77044,0.0,0.0,1.0,0.85366
AS14.06,2014-04-24,0.89105,0.5,0.75923,0.45989,0.0,0.0,0.26167,0.66295,0.39633,0.75,0.51367,0.78225,0.0,0.0,0.83803,0.94512
AS14.06,2014-04-25,0.85558,0.3,0.66283,0.61401,0.0,0.0,0.66618,0.53618,0.46485,0.0,0.89622,0.81213,0.0,0.0,0.0,0.78049
AS14.06,2014-04-26,0.83621,1.0,0.61988,0.46551,0.0,0.0,0.79874,0.57779,0.34122,0.25,0.41976,1.0,0.0,0.0,0.0,0.91463
AS14.06,2014-04-27,0.0,0.0,0.0,0.12455,0.0,0.0,0.0,0.54711,0.01821,0.0,0.41794,0.74992,0.0,0.0,0.0,0.87805
AS14.06,2014-04-28,0.503,0.0,0.77349,0.47167,0.0,0.0,0.56478,0.46851,0.35203,0.0,0.6709,0.0,0.0,0.0,0.0,0.82317
AS14.06,2014-04-29,0.92779,0.2,0.77948,0.6612,0.0,0.0,0.00699,0.51137,0.4891,0.0,1.0,0.0,0.0,0.0,0.0,0.88415
AS14.06,2014-04-30,0.85241,0.1,0.73697,0.7049,0.0,0.0,0.73575,0.51858,0.4965,0.0,0.67712,0.61072,0.0,0.0,0.0,0.82927
AS14.06,2014-05-01,0.72511,0.2,0.28951,0.59555,0.0,0.0,0.40367,0.52069,0.12641,0.0,0.58668,0.82379,0.0,0.0,0.0,0.97561
AS14.06,2014-05-02,0.87148,0.4,0.59035,0.15169,0.0,0.0,0.0,0.50125,0.37239,0.0,0.84094,0.81662,0.0,0.0,0.63066,0.87805
AS14.06,2014-05-03,0.20586,0.0,0.23691,0.0,0.0,0.0,0.78307,0.59681,0.0,0.0,0.3042,0.0,0.0,0.0,0.0,0.7622
AS14.06,2014-05-04,0.75449,0.0,0.4087,0.04506,0.0,0.0,0.0,0.67563,0.16824,0.0,0.64069,0.23609,1.0,0.0,0.0,0.92683
AS14.06,2014-05-05,0.41239,0.0,0.57618,0.34876,0.0,0.0,0.0,0.47825,0.26721,0.0,0.74728,0.59316,0.0,0.0,0.0,0.85366
AS14.06,2014-05-06,0.70641,0.1,0.82878,0.48607,0.0,0.0,0.76238,0.0,0.46138,0.0,0.88844,0.54636,0.0,0.0,0.0,0.0
AS14.06,2014-05-07,0.92346,0.2,0.77387,0.66372,0.0,0.0,0.84992,0.88485,0.54155,0.75,0.77151,0.47266,0.0,0.0,0.66325,0.82317
AS14.07,2014-03-18,0.40576,0.23077,0.41091,0.84537,0.0,0.0,0.0,0.64423,0.0,0.0,0.2346,0.0,0.68001,0.0,0.0,0.0
AS14.07,2014-03-19,0.78843,0.0,0.86901,0.86462,0.0,0.0,0.0,0.50068,0.6169,0.2,0.61731,0.75594,0.91961,0.0,0.0,0.82424
AS14.07,2014-03-20,0.7368,0.0,0.88646,0.81314,0.0,0.0,0.0,0.49203,0.56991,0.1,0.655,0.0,0.0,0.0,0.0,0.63636
AS14.07,2014-03-21,0.59795,0.0,0.7292,0.77083,0.0,0.0,0.0,0.4992,1.0,0.0,0.79726,0.77404,0.0,0.58873,0.0,0.84848
AS14.07,2014-03-22,0.45171,0.0,0.86637,0.8707,0.0,0.0,0.0,0.80937,0.58666,0.0,0.69963,0.97285,0.78743,0.0,0.0,0.72727
AS14.07,2014-03-23,0.5226,0.0,0.91748,0.74621,0.0,0.0,0.0,0.55025,0.53792,0.0,0.56292,0.0,0.0,0.0,0.0,0.93939
AS14.07,2014-03-24,0.72917,0.30769,0.65824,0.72206,0.0,0.0,0.0,0.66492,0.25847,0.9,0.4673,0.61825,0.0,0.0,0.0,0.9697
AS14.07,2014-03-25,0.65995,0.30769,0.90962,0.84535,0.0,0.0,0.0,0.94214,0.67592,0.0,0.73962,0.73961,0.0,0.0,0.0,0.92929
AS14.07,2014-03-26,0.86417,0.61538,0.7669,0.82709,0.0,0.0,0.0,0.53077,0.4775,0.4,0.5277,0.80618,0.0,0.0,0.0,0.8
AS14.07,2014-03-27,0.80889,0.15385,0.78595,0.64442,0.0,0.0,0.0,0.4089,0.50847,0.8,0.84787,0.60078,0.0,0.0,0.0,0.82424
AS14.07,2014-03-28,0.89385,0.07692,0.78432,0.88822,0.0,0.0,0.0,0.71135,0.70381,0.0,0.80547,0.98073,0.94913,0.46166,0.0,1.0
AS14.07,2014-03-29,0.77893,0.0,0.52886,0.99317,0.0,0.0,0.0,0.82216,0.56012,0.5,0.73689,0.86841,0.0,0.0,0.0,0.84848
AS14.07,2014-03-30,0.77882,0.15385,0.74262,0.74142,0.0,0.0,0.0,0.44552,0.45068,0.1,0.6945,0.84642,0.0,0.0,0.0,0.75152
AS14.07,2014-03-31,0.76672,0.38462,0.79517,0.95323,0.0,0.0,0.0,0.359,0.71594,0.1,0.85516,0.80919,0.0,0.0,0.0,0.52525
AS14.07,2014-04-01,0.691,0.23077,0.90661,0.97935,0.0,0.0,0.0,0.39003,0.80614,0.8,0.6496,0.0,0.0,0.0,0.0,0.8
AS14.07,2014-04-02,1.0,1.0,0.74839,0.862,0.0,0.0,0.0,0.5331,0.72444,0.4,0.61872,0.99508,0.0,0.0,0.0,0.66667
AS14.07,2014-04-03,0.64182,0.38462,0.74966,0.95574,0.0,0.0,0.0,0.34571,0.41091,0.0,0.54178,0.84604,0.0,0.0,0.0,0.75152
AS14.07,2014-04-04,0.58224,0.53846,0.79339,0.85868,0.0,0.0,0.0,0.71114,0.52725,0.2,0.70514,0.59906,0.83264,1.0,0.0,0.78788
AS14.07,2014-04-05,0.81428,0.69231,0.43367,0.68385,0.0,0.0,0.0,0.56177,0.25013,0.5,0.68991,0.75935,0.0,0.0,0.0,0.72727
AS14.07,2014-04-06,0.59335,0.15385,0.63126,0.90051,0.0,0.0,0.0,0.54388,0.38607,0.3,0.75688,0.0,0.0,0.11769,0.0,0.81818
AS14.07,2014-04-07,0.81056,0.0,0.82547,1.0,0.0,0.0,0.0,0.71294,0.93474,0.1,1.0,0.0,0.0,0.0,0.0,0.65455
AS14.07,2014-04-08,0.58715,0.07692,0.89908,0.77339,0.0,0.0,0.0,0.65197,0.50953,0.0,0.46731,0.0,1.0,0.0,0.0,0.82424
AS14.07,2014-04-09,0.57592,0.15385,0.5803,0.81895,0.0,0.0,0.0,0.55521,0.74839,0.2,0.51445,0.0,0.0,0.33083,0.0,0.77576
AS14.07,2014-04-10,0.56319,0.46154,0.3974,0.87122,0.0,0.0,0.0,0.3241,0.26415,0.4,0.77198,0.47616,0.0,0.0,0.0,0.75152
AS14.07,2014-04-11,0.38371,0.0,0.44549,0.0,0.0,0.0,0.0,0.31845,0.06273,0.1,0.0,0.84026,0.0,0.0,0.0,0.42424
AS14.07,2014-04-12,0.75237,0.15385,0.81578,0.99538,0.0,0.0,0.0,0.65074,0.81209,1.0,0.75335,0.93506,0.71209,0.0,0.0,0.77576
AS14.07,2014-04-13,0.54098,0.38462,0.64135,0.85005,0.0,0.0,0.0,0.32978,0.41443,0.0,0.72135,0.0,0.0,0.0,0.0,0.78788
AS14.07,2014-04-14,0.58686,0.15385,0.55674,0.92408,0.0,0.0,0.0,0.50236,0.21707,0.1,0.32837,0.0,0.0,0.0,0.0,0.75152
AS14.07,2014-04-15,0.41537,0.0,0.82245,0.82362,0.0,0.0,0.0,0.45005,0.44989,0.0,0.73411,0.0,0.0,0.0,0.0,0.72727
AS14.07,2014-04-16,0.80984,0.15385,0.83854,0.0,0.0,0.0,0.0,0.8373,0.4664,0.8,0.63728,0.53533,0.52056,0.0,0.0,0.57576
AS14.07,2014-04-17,0.68649,0.07692,0.72737,0.85664,0.0,0.0,0.0,0.45837,0.39519,0.0,0.62329,0.0,0.0,0.0,0.0,0.46061
AS14.07,2014-04-18,0.60058,0.07692,0.70028,0.80014,0.0,0.0,0.0,0.60232,0.32106,0.2,0.51704,0.0,0.0,0.0,0.0,0.6303
AS14.07,2014-04-19,0.21358,0.0,0.36635,0.57116,0.0,0.0,0.0,0.51003,0.05175,0.0,0.38084,0.0,0.0,0.0,0.0,0.84848
AS14.07,2014-04-20,0.0,0.0,0.54972,0.31392,0.0,0.0,0.0,0.02054,0.3298,0.0,0.59029,0.0,0.73736,0.0,0.0,0.36364
AS14.07,2014-04-21,0.64391,0.0,0.82366,0.90402,0.0,0.0,0.0,0.51603,0.47924,0.0,0.88911,1.0,0.72344,0.0,0.0,0.8
AS14.07,2014-04-22,0.64154,0.0,0.62594,0.857,0.0,0.0,0.0,0.56373,0.2699,0.2,0.07063,0.0,0.0,0.0,0.0,0.72727
AS14.07,2014-04-23,0.72978,0.38462,0.92068,0.71757,0.0,0.0,0.0,0.61577,0.63216,0.0,0.72204,0.66814,0.99907,0.0,0.0,0.72727
AS14.07,2014-04-24,0.40758,0.23077,0.7005,0.0,0.0,0.0,0.0,0.63718,0.1187,0.1,0.22702,0.0,0.0,0.11777,0.0,0.67879
AS14.07,2014-04-25,0.57674,0.46154,0.54725,0.83666,0.0,0.0,0.0,0.22441,0.25409,0.0,0.59569,0.0,0.0,0.0,0.0,0.40404
AS14.07,2014-04-26,0.59216,0.0,0.78497,0.66975,0.0,0.0,0.0,0.6998,0.38471,0.0,0.61662,0.0,0.99792,0.0,0.0,0.65455
AS14.07,2014-04-27,0.48424,0.07692,0.791,0.70473,0.0,0.0,0.0,0.65398,0.48572,0.1,0.79349,0.0,0.66302,0.0,0.0,0.72727
AS14.07,2014-04-28,0.96238,0.69231,0.90274,0.81962,0.0,0.0,0.0,0.7933,0.78569,0.3,0.76404,0.10531,0.93902,0.35694,0.0,0.81818
AS14.07,2014-04-29,0.90798,0.07692,0.85522,0.79092,0.0,1.0,0.0,0.33178,0.32601,0.9,0.59704,0.0,0.86642,0.0,0.0,0.60606
AS14.07,2014-04-30,0.86975,0.0,1.0,0.84096,0.0,0.0,0.0,1.0,0.3587,0.0,0.40325,0.0,0.88501,0.0,0.0,0.60606
AS14.07,2014-05-01,0.42426,0.0,0.74108,0.70227,0.0,0.0,0.0,0.26995,0.25394,0.0,0.57978,0.0,0.76283,0.0,0.0,0.60606
AS14.07,2014-05-02,0.81154,0.0,0.8518,0.59243,0.0,0.0,0.0,0.8494,0.28495,0.0,0.58339,0.0,0.78404,0.0,0.0,0.75152
AS14.07,2014-05-03,0.29,0.07692,0.0,0.66146,0.0,0.0,0.0,0.30284,0.03664,0.0,0.59699,0.0,0.0,0.0,0.0,0.68687
AS14.07,2014-05-04,0.4539,0.0,0.5601,0.58287,0.0,0.0,0.0,0.0,0.06073,0.0,0.26876,0.0,0.0,0.0,0.0,0.9697
AS14.08,2014-03-13,0.6051,0.0,0.25235,0.0,0.0,0.0,0.0,0.39558,0.02713,0.91667,0.0,0.0,0.0,0.49728,0.0,0.5
AS14.08,2014-03-14,0.75227,0.0,0.31214,0.0,0.0,0.0,0.0,0.07355,0.56291,0.91667,0.40988,1.0,0.88355,0.57369,0.0,0.83333
AS14.08,2014-03-15,0.49952,0.0,0.31183,0.53027,0.0,0.0,0.56746,0.17949,0.10584,0.25,0.29916,0.0,0.0,0.0,0.0,0.41667
AS14.08,2014-03-16,0.59039,0.0,0.62944,0.0,0.0,0.0,0.0,0.13079,0.36609,0.0,0.23872,0.0,0.0,0.4693,0.0,0.66667
AS14.08,2014-03-17,0.47744,0.0,0.87775,0.0,0.0,0.0,0.0,0.16993,0.15159,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AS14.08,2014-03-18,0.22786,0.0,0.44289,0.60367,0.0,0.0,0.0,0.09534,0.13048,0.0,0.19606,0.0,0.0,0.0,0.0,0.41667
AS14.08,2014-03-19,0.46276,0.5,0.51471,0.40256,0.0,0.0,0.0,0.15772,0.23743,0.0,0.33272,0.0,0.0,0.55582,0.0,0.66667
AS14.08,2014-03-20,1.0,0.0,0.24666,0.0,0.0,0.0,0.0,0.09901,0.08394,0.08333,0.33871,0.0,0.0,0.0,0.0,0.41667
AS14.08,2014-03-21,0.63363,0.0,0.70155,0.0,0.0,0.0,0.0,0.11567,0.45383,0.33333,0.47498,0.0,0.0,0.73332,0.0,0.5
AS14.08,2014-03-22,0.28827,0.0,0.81803,0.0,0.0,0.0,0.0,0.07775,0.03565,0.0,0.22855,0.6305,0.0,0.5338,0.0,0.41667
AS14.08,2014-03-23,0.52631,1.0,0.30638,0.0,0.0,0.0,0.0,1.0,0.14233,0.0,0.58678,0.80822,0.0,0.83227,0.0,0.75
AS14.08,2014-03-24,0.32229,0.0,0.17086,0.0,0.0,0.0,0.0,0.11506,0.26694,0.0,0.60165,0.0,0.0,0.46843,0.0,0.58333
AS14.08,2014-03-25,0.50794,0.0,0.59264,0.5469,0.0,0.0,0.0,0.09449,0.00619,0.08333,0.22135,0.0,0.0,0.0,0.0,0.75
AS14.08,2014-03-26,0.68374,0.0,0.48915,0.57482,0.0,0.0,0.99779,0.09038,0.23554,0.41667,0.20312,0.0,0.0,0.4679,0.0,0.45833
AS14.08,2014-03-27,0.57261,0.0,0.65445,0.0,0.0,0.0,0.0,0.13331,0.37515,0.5,0.66722,0.0,1.0,0.60589,0.0,0.38889
AS14.08,2014-03-28,0.79249,0.5,0.50361,0.0,0.0,0.0,0.0,0.11508,0.26036,1.0,0.35391,0.0,0.87119,0.0,0.0,0.35417
AS14.08,2014-03-29,0.45549,0.0,0.38234,0.50885,0.0,0.0,0.0,0.14759,0.10395,0.16667,0.224,0.0,0.0,0.0,0.0,0.73611
AS14.08,2014-03-30,0.28166,0.0,0.1959,0.0,0.0,0.0,0.0,0.0774,0.01745,0.0,0.26018,0.0,0.0,0.0,0.0,0.58333
AS14.08,2014-03-31,0.1647,0.0,0.55552,0.37098,0.0,0.0,0.0,0.10977,0.20448,0.0,0.23144,0.0,0.0,0.50986,0.0,0.91667
AS14.08,2014-04-01,0.39747,0.0,0.61338,0.55086,0.0,0.0,0.0,0.14293,0.28929,0.0,0.44458,0.0,0.0,0.26102,0.0,0.75
AS14.08,2014-04-02,0.41833,0.0,0.63604,0.36492,0.0,0.0,0.0,0.11394,0.0,0.0,0.00994,0.0,0.0,0.57402,0.0,0.5
AS14.08,2014-04-03,0.42681,0.0,0.69186,0.0,0.0,0.0,0.0,0.26042,0.44956,0.0,0.37411,0.0,0.0,0.74175,0.0,0.66667
AS14.08,2014-04-04,0.60446,1.0,0.48167,0.0,0.0,0.0,0.0,0.0331,0.11942,0.0,0.59207,0.0,0.0,0.43437,0.0,0.875
AS14.08,2014-04-05,0.26691,0.0,0.50199,0.52921,0.0,0.0,0.0,0.09332,0.21811,0.0,0.32322,0.0,0.0,0.54431,0.0,0.83333
AS14.08,2014-04-06,0.50061,0.0,0.2825,0.30225,0.0,0.0,0.0,0.03265,0.12583,0.0,0.27443,0.0,0.0,0.46831,0.0,0.91667
AS14.08,2014-04-07,0.69544,0.5,0.69312,0.71831,0.0,0.0,0.0,0.17309,0.78649,0.5,0.51452,0.0,0.35393,0.0,0.0,0.66667
AS14.08,2014-04-08,0.49851,0.0,0.60668,0.55224,0.0,0.0,0.0,0.13213,0.39221,0.0,0.47335,0.0,0.0,0.65311,0.0,0.45833
AS14.08,2014-04-09,0.55754,0.0,0.63141,0.0,0.0,0.0,0.0,0.97601,0.35859,0.0,0.64616,0.0,0.0,0.36648,0.0,0.35417
AS14.08,2014-04-10,0.53174,0.0,0.75245,0.66165,0.0,0.0,0.0,0.20774,0.76942,0.0,0.41499,0.0,0.0,0.7305,0.0,0.91667
AS14.08,2014-04-11,0.46754,0.5,0.34711,0.42538,0.0,0.0,0.0,0.09945,0.18587,0.0,0.44918,0.0,0.0,0.26125,0.0,0.91667
AS14.08,2014-04-12,0.0,0.0,0.64753,0.0,0.0,0.0,0.0,0.26336,0.01475,0.0,0.26727,0.0,0.0,0.0,0.0,0.66667
AS14.08,2014-04-13,0.26072,0.0,0.42514,0.65675,0.0,0.0,0.0,0.28235,0.29025,0.0,0.74981,0.0,0.0,0.3384,0.0,0.91667
AS14.08,2014-04-14,0.53006,0.0,0.64964,0.53583,0.0,0.0,0.75145,0.2867,0.57314,0.0,0.48431,0.0,0.0,0.65425,0.0,0.5
AS14.08,2014-04-15,0.67755,0.0,0.6638,0.43936,0.0,0.0,0.0,0.12319,0.51505,0.0,0.35602,0.0,0.0,0.0,0.0,0.41667
AS14.08,2014-04-16,0.5671,0.0,0.47923,0.38337,0.0,0.0,0.764,0.08754,0.21576,0.0,0.30579,0.0,0.0,0.6655,0.0,0.5
AS14.08,2014-04-17,0.55625,0.0,0.51578,0.60529,0.0,0.0,0.0,0.37521,0.53814,0.0,0.3416,0.981,0.0,0.26256,0.0,0.33333
AS14.08,2014-04-18,0.27048,0.0,0.15297,0.0,0.0,0.0,0.0,0.16815,0.05036,0.0,0.34272,0.0,0.0,0.0,0.0,0.25
AS14.08,2014-04-19,0.68142,0.0,0.47598,0.54615,0.0,0.0,0.0,0.09448,0.34828,0.0,0.4768,0.0,0.53499,0.39171,0.0,1.0
AS14.08,2014-04-20,0.91142,0.0,0.0,0.62722,0.0,0.0,0.0,0.04373,0.13036,0.0,0.95206,0.0,0.49259,0.52243,0.0,0.41667
AS14.08,2014-04-21,0.5315,0.0,0.40586,0.73908,0.0,0.0,0.35223,0.01404,0.28964,0.0,0.42397,0.0,0.0,0.36675,0.0,0.41667
AS14.08,2014-04-22,0.5542,0.0,0.46453,0.37609,0.0,0.0,0.0,0.09476,0.2357,0.0,0.40384,0.0,0.0,0.0,0.0,0.25
AS14.08,2014-04-23,0.594,0.0,0.52144,0.0,0.0,0.0,0.0,0.11149,0.18012,0.0,0.21788,0.0,0.0,0.0,0.0,0.08333
AS14.08,2014-04-24,0.39032,0.0,0.56225,0.53821,0.0,0.0,0.0,0.59145,0.26636,0.0,0.2857,0.0,0.0,0.0,0.0,0.52778
AS14.08,2014-04-25,0.53428,0.0,1.0,0.0,0.0,0.0,1.0,0.11383,0.27469,0.0,0.39349,0.0,0.0,0.0,0.0,0.38889
AS14.08,2014-04-26,0.66266,0.0,0.12631,0.0,0.0,0.0,0.0,0.0,0.00123,0.0,0.04711,0.0,0.0,0.0,0.0,0.25
AS14.08,2014-04-27,0.54388,0.0,0.43932,0.81766,0.0,0.0,0.0,0.03139,0.32163,0.25,0.35162,0.0,0.0,0.0,0.0,0.25
AS14.08,2014-04-28,0.5724,0.0,0.07586,0.5713,0.0,0.0,0.0,0.08799,0.03527,0.0,0.23411,0.0,0.0,0.0,0.0,0.16667
